1	0.0021
0.95	0.01344
0.9	0.02414
0.8	0.04374
0.7	0.06106
0.6	0.07606
0.5	0.08824
0.4	0.09674
0.3	0.10004
0.25	0.09904
0.2	0.09564
0.15	0.0891
0.1	0.07804
0.075	0.07
0.05	0.05924
0.025	0.04356
0.0125	0.03156
0	0
0.0125	-0.03156
0.025	-0.04356
0.05	-0.05924
0.075	-0.07
0.1	-0.07804
0.15	-0.0891
0.2	-0.09564
0.25	-0.09904
0.3	-0.10004
0.4	-0.09674
0.5	-0.08824
0.6	-0.07606
0.7	-0.06106
0.8	-0.04374
0.9	-0.02414
0.95	-0.01344
1	-0.0021
