1	0.0042
0.95	0.02688
0.9	0.04828
0.8	0.08748
0.7	0.12212
0.6	0.15212
0.5	0.17648
0.4	0.19348
0.3	0.20008
0.25	0.19808
0.2	0.19128
0.15	0.1782
0.1	0.15608
0.075	0.14
0.05	0.11848
0.025	0.08712
0.0125	0.06312
0	0
0.0125	-0.06312
0.025	-0.08712
0.05	-0.11848
0.075	-0.14
0.1	-0.15608
0.15	-0.1782
0.2	-0.19128
0.25	-0.19808
0.3	-0.20008
0.4	-0.19348
0.5	-0.17648
0.6	-0.15212
0.7	-0.12212
0.8	-0.08748
0.9	-0.04828
0.95	-0.02688
1	-0.0042
